|region        |stat          |zkratka_meny|rok  |HDP                    |HDP_predchozi_rok      |mezirocni_zmena_HDP_abs|mezirocni_zmena_HDP_procentni|trend_HDP               |odvetvi                                                     |prumerny_plat |prumerny_plat_predchozi_rok|mezirocni_zmena_platu_abs|mezirocni_zmena_platu_procentne|trend_platu            |potravina                  |prumerna_cena|prumerna_cena_predchozi_rok|mezirocni_zmena_cen_abs|mezirocni_zmena_cen_procentne|trend_cen                     |
|Eastern Europe|Czech Republic|CZK         |2,008|214,070,259,127.50,- Kč|208,469,898,850.69,- Kč|5,600,360,276.81,- Kč  |2.69 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |21,128.50,- Kč|19,633.25,- Kč             |1,495.25,- Kč            |7.62 %                         |Růst platů o 5 a více %|Pšeničná mouka hladká           |12.98,- Kč   |9.08,- Kč                  |3.90,- Kč              |42.95 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,008|214,070,259,127.50,- Kč|208,469,898,850.69,- Kč|5,600,360,276.81,- Kč  |2.69 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |21,128.50,- Kč|19,633.25,- Kč             |1,495.25,- Kč            |7.62 %                         |Růst platů o 5 a více %|Přírodní minerální voda uhličitá|8.27,- Kč    |7.73,- Kč                  |0.54,- Kč              |6.99 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,008|214,070,259,127.50,- Kč|208,469,898,850.69,- Kč|5,600,360,276.81,- Kč  |2.69 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |21,128.50,- Kč|19,633.25,- Kč             |1,495.25,- Kč            |7.62 %                         |Růst platů o 5 a více %|Pivo výčepní, světlé, lahvové   |8.97,- Kč    |8.51,- Kč                  |0.46,- Kč              |5.40 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,008|214,070,259,127.50,- Kč|208,469,898,850.69,- Kč|5,600,360,276.81,- Kč  |2.69 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |21,128.50,- Kč|19,633.25,- Kč             |1,495.25,- Kč            |7.62 %                         |Růst platů o 5 a více %|Pečivo pšeničné bílé            |54.31,- Kč   |44.04,- Kč                 |10.27,- Kč             |23.32 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,008|214,070,259,127.50,- Kč|208,469,898,850.69,- Kč|5,600,360,276.81,- Kč  |2.69 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |21,128.50,- Kč|19,633.25,- Kč             |1,495.25,- Kč            |7.62 %                         |Růst platů o 5 a více %|Mrkev                           |16.88,- Kč   |14.18,- Kč                 |2.70,- Kč              |19.04 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,008|214,070,259,127.50,- Kč|208,469,898,850.69,- Kč|5,600,360,276.81,- Kč  |2.69 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |21,128.50,- Kč|19,633.25,- Kč             |1,495.25,- Kč            |7.62 %                         |Růst platů o 5 a více %|Mléko polotučné pasterované     |17.93,- Kč   |15.59,- Kč                 |2.34,- Kč              |15.01 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,008|214,070,259,127.50,- Kč|208,469,898,850.69,- Kč|5,600,360,276.81,- Kč  |2.69 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |21,128.50,- Kč|19,633.25,- Kč             |1,495.25,- Kč            |7.62 %                         |Růst platů o 5 a více %|Kuřata kuchaná celá             |60.86,- Kč   |53.61,- Kč                 |7.25,- Kč              |13.52 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,008|214,070,259,127.50,- Kč|208,469,898,850.69,- Kč|5,600,360,276.81,- Kč  |2.69 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |21,128.50,- Kč|19,633.25,- Kč             |1,495.25,- Kč            |7.62 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |6.28,- Kč    |5.88,- Kč                  |0.40,- Kč              |6.80 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,008|214,070,259,127.50,- Kč|208,469,898,850.69,- Kč|5,600,360,276.81,- Kč  |2.69 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |21,128.50,- Kč|19,633.25,- Kč             |1,495.25,- Kč            |7.62 %                         |Růst platů o 5 a více %|Jablka konzumní                 |33.19,- Kč   |28.49,- Kč                 |4.70,- Kč              |16.50 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,008|214,070,259,127.50,- Kč|208,469,898,850.69,- Kč|5,600,360,276.81,- Kč  |2.69 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |21,128.50,- Kč|19,633.25,- Kč             |1,495.25,- Kč            |7.62 %                         |Růst platů o 5 a více %|Chléb konzumní kmínový          |22.88,- Kč   |18.85,- Kč                 |4.03,- Kč              |21.38 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,008|214,070,259,127.50,- Kč|208,469,898,850.69,- Kč|5,600,360,276.81,- Kč  |2.69 %                       |Změna HDP větší než 2,5%|Zpracovatelský průmysl                                      |21,128.50,- Kč|19,633.25,- Kč             |1,495.25,- Kč            |7.62 %                         |Růst platů o 5 a více %|Eidamská cihla                  |135.28,- Kč  |122.68,- Kč                |12.60,- Kč             |10.27 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,009|204,100,298,391.04,- Kč|214,070,259,127.50,- Kč|-9,969,960,736.47,- Kč |-4.66 %                      |Změna HDP větší než 2,5%|Kulturní, zábavní a rekreační činnosti                      |18,325.50,- Kč|17,384.25,- Kč             |941.25,- Kč              |5.41 %                         |Růst platů o 5 a více %|Rýže loupaná dlouhozrnná        |36.10,- Kč   |32.69,- Kč                 |3.41,- Kč              |10.43 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,009|204,100,298,391.04,- Kč|214,070,259,127.50,- Kč|-9,969,960,736.47,- Kč |-4.66 %                      |Změna HDP větší než 2,5%|Profesní, vědecké a technické činnosti                      |30,284.00,- Kč|28,658.50,- Kč             |1,625.50,- Kč            |5.67 %                         |Růst platů o 5 a více %|Rýže loupaná dlouhozrnná        |36.10,- Kč   |32.69,- Kč                 |3.41,- Kč              |10.43 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,009|204,100,298,391.04,- Kč|214,070,259,127.50,- Kč|-9,969,960,736.47,- Kč |-4.66 %                      |Změna HDP větší než 2,5%|Stavebnictví                                                |21,813.00,- Kč|20,692.50,- Kč             |1,120.50,- Kč            |5.42 %                         |Růst platů o 5 a více %|Rýže loupaná dlouhozrnná        |36.10,- Kč   |32.69,- Kč                 |3.41,- Kč              |10.43 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,009|204,100,298,391.04,- Kč|214,070,259,127.50,- Kč|-9,969,960,736.47,- Kč |-4.66 %                      |Změna HDP větší než 2,5%|Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu |38,206.75,- Kč|34,779.75,- Kč             |3,427.00,- Kč            |9.85 %                         |Růst platů o 5 a více %|Rýže loupaná dlouhozrnná        |36.10,- Kč   |32.69,- Kč                 |3.41,- Kč              |10.43 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,009|204,100,298,391.04,- Kč|214,070,259,127.50,- Kč|-9,969,960,736.47,- Kč |-4.66 %                      |Změna HDP větší než 2,5%|Vzdělávání                                                  |21,360.75,- Kč|20,097.50,- Kč             |1,263.25,- Kč            |6.29 %                         |Růst platů o 5 a více %|Rýže loupaná dlouhozrnná        |36.10,- Kč   |32.69,- Kč                 |3.41,- Kč              |10.43 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,009|204,100,298,391.04,- Kč|214,070,259,127.50,- Kč|-9,969,960,736.47,- Kč |-4.66 %                      |Změna HDP větší než 2,5%|Zdravotní a sociální péče                                   |21,627.00,- Kč|20,036.75,- Kč             |1,590.25,- Kč            |7.94 %                         |Růst platů o 5 a více %|Rýže loupaná dlouhozrnná        |36.10,- Kč   |32.69,- Kč                 |3.41,- Kč              |10.43 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,015|227,381,745,549.05,- Kč|215,755,991,069.11,- Kč|11,625,754,479.94,- Kč |5.39 %                       |Změna HDP větší než 2,5%|Ubytování, stravování a pohostinství                        |14,198.00,- Kč|13,429.00,- Kč             |769.00,- Kč              |5.73 %                         |Růst platů o 5 a více %|Pomeranče                       |32.50,- Kč   |29.68,- Kč                 |2.82,- Kč              |9.50 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,015|227,381,745,549.05,- Kč|215,755,991,069.11,- Kč|11,625,754,479.94,- Kč |5.39 %                       |Změna HDP větší než 2,5%|Ubytování, stravování a pohostinství                        |14,198.00,- Kč|13,429.00,- Kč             |769.00,- Kč              |5.73 %                         |Růst platů o 5 a více %|Mrkev                           |20.84,- Kč   |16.22,- Kč                 |4.62,- Kč              |28.48 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,016|233,151,067,380.88,- Kč|227,381,745,549.05,- Kč|5,769,321,831.84,- Kč  |2.54 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |17,537.00,- Kč|16,559.50,- Kč             |977.50,- Kč              |5.90 %                         |Růst platů o 5 a více %|Pivo výčepní, světlé, lahvové   |11.23,- Kč   |10.68,- Kč                 |0.55,- Kč              |5.15 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,016|233,151,067,380.88,- Kč|227,381,745,549.05,- Kč|5,769,321,831.84,- Kč  |2.54 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |17,537.00,- Kč|16,559.50,- Kč             |977.50,- Kč              |5.90 %                         |Růst platů o 5 a více %|Konzumní brambory               |15.22,- Kč   |13.34,- Kč                 |1.88,- Kč              |14.09 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,016|233,151,067,380.88,- Kč|227,381,745,549.05,- Kč|5,769,321,831.84,- Kč  |2.54 %                       |Změna HDP větší než 2,5%|Kulturní, zábavní a rekreační činnosti                      |22,202.00,- Kč|20,850.50,- Kč             |1,351.50,- Kč            |6.48 %                         |Růst platů o 5 a více %|Pivo výčepní, světlé, lahvové   |11.23,- Kč   |10.68,- Kč                 |0.55,- Kč              |5.15 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,016|233,151,067,380.88,- Kč|227,381,745,549.05,- Kč|5,769,321,831.84,- Kč  |2.54 %                       |Změna HDP větší než 2,5%|Kulturní, zábavní a rekreační činnosti                      |22,202.00,- Kč|20,850.50,- Kč             |1,351.50,- Kč            |6.48 %                         |Růst platů o 5 a více %|Konzumní brambory               |15.22,- Kč   |13.34,- Kč                 |1.88,- Kč              |14.09 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,016|233,151,067,380.88,- Kč|227,381,745,549.05,- Kč|5,769,321,831.84,- Kč  |2.54 %                       |Změna HDP větší než 2,5%|Ubytování, stravování a pohostinství                        |15,042.25,- Kč|14,198.00,- Kč             |844.25,- Kč              |5.95 %                         |Růst platů o 5 a více %|Pivo výčepní, světlé, lahvové   |11.23,- Kč   |10.68,- Kč                 |0.55,- Kč              |5.15 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,016|233,151,067,380.88,- Kč|227,381,745,549.05,- Kč|5,769,321,831.84,- Kč  |2.54 %                       |Změna HDP větší než 2,5%|Ubytování, stravování a pohostinství                        |15,042.25,- Kč|14,198.00,- Kč             |844.25,- Kč              |5.95 %                         |Růst platů o 5 a více %|Konzumní brambory               |15.22,- Kč   |13.34,- Kč                 |1.88,- Kč              |14.09 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,016|233,151,067,380.88,- Kč|227,381,745,549.05,- Kč|5,769,321,831.84,- Kč  |2.54 %                       |Změna HDP větší než 2,5%|Veřejná správa a obrana; povinné sociální zabezpečení       |30,007.50,- Kč|28,409.25,- Kč             |1,598.25,- Kč            |5.63 %                         |Růst platů o 5 a více %|Pivo výčepní, světlé, lahvové   |11.23,- Kč   |10.68,- Kč                 |0.55,- Kč              |5.15 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,016|233,151,067,380.88,- Kč|227,381,745,549.05,- Kč|5,769,321,831.84,- Kč  |2.54 %                       |Změna HDP větší než 2,5%|Veřejná správa a obrana; povinné sociální zabezpečení       |30,007.50,- Kč|28,409.25,- Kč             |1,598.25,- Kč            |5.63 %                         |Růst platů o 5 a více %|Konzumní brambory               |15.22,- Kč   |13.34,- Kč                 |1.88,- Kč              |14.09 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Vepřová pečeně s kostí          |118.27,- Kč  |109.46,- Kč                |8.81,- Kč              |8.05 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |36.34,- Kč   |28.65,- Kč                 |7.69,- Kč              |26.84 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Šunkový salám                   |142.03,- Kč  |130.21,- Kč                |11.82,- Kč             |9.08 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Rajská jablka červená kulatá    |44.70,- Kč   |40.57,- Kč                 |4.13,- Kč              |10.18 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Pomeranče                       |36.32,- Kč   |32.60,- Kč                 |3.72,- Kč              |11.41 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Pečivo pšeničné bílé            |45.23,- Kč   |40.84,- Kč                 |4.39,- Kč              |10.75 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Mléko polotučné pasterované     |19.50,- Kč   |17.90,- Kč                 |1.60,- Kč              |8.94 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Máslo                           |197.79,- Kč  |148.34,- Kč                |49.45,- Kč             |33.34 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |8.73,- Kč    |8.12,- Kč                  |0.61,- Kč              |7.51 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Jablka konzumní                 |32.63,- Kč   |29.94,- Kč                 |2.69,- Kč              |8.98 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Chléb konzumní kmínový          |24.17,- Kč   |21.77,- Kč                 |2.40,- Kč              |11.02 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Hovězí maso zadní bez kosti     |218.27,- Kč  |206.02,- Kč                |12.25,- Kč             |5.95 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Eidamská cihla                  |142.58,- Kč  |110.90,- Kč                |31.68,- Kč             |28.57 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Administrativní a podpůrné činnosti                         |18,861.00,- Kč|17,537.00,- Kč             |1,324.00,- Kč            |7.55 %                         |Růst platů o 5 a více %|Cukr krystalový                 |19.96,- Kč   |17.59,- Kč                 |2.37,- Kč              |13.47 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Vepřová pečeně s kostí          |118.27,- Kč  |109.46,- Kč                |8.81,- Kč              |8.05 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |36.34,- Kč   |28.65,- Kč                 |7.69,- Kč              |26.84 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Šunkový salám                   |142.03,- Kč  |130.21,- Kč                |11.82,- Kč             |9.08 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Rajská jablka červená kulatá    |44.70,- Kč   |40.57,- Kč                 |4.13,- Kč              |10.18 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Pomeranče                       |36.32,- Kč   |32.60,- Kč                 |3.72,- Kč              |11.41 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Pečivo pšeničné bílé            |45.23,- Kč   |40.84,- Kč                 |4.39,- Kč              |10.75 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Mléko polotučné pasterované     |19.50,- Kč   |17.90,- Kč                 |1.60,- Kč              |8.94 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Máslo                           |197.79,- Kč  |148.34,- Kč                |49.45,- Kč             |33.34 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Jogurt bílý netučný             |8.73,- Kč    |8.12,- Kč                  |0.61,- Kč              |7.51 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Jablka konzumní                 |32.63,- Kč   |29.94,- Kč                 |2.69,- Kč              |8.98 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Chléb konzumní kmínový          |24.17,- Kč   |21.77,- Kč                 |2.40,- Kč              |11.02 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Hovězí maso zadní bez kosti     |218.27,- Kč  |206.02,- Kč                |12.25,- Kč             |5.95 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Eidamská cihla                  |142.58,- Kč  |110.90,- Kč                |31.68,- Kč             |28.57 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Činnosti v oblasti nemovitostí                              |25,194.75,- Kč|23,635.50,- Kč             |1,559.25,- Kč            |6.60 %                         |Růst platů o 5 a více %|Cukr krystalový                 |19.96,- Kč   |17.59,- Kč                 |2.37,- Kč              |13.47 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Vepřová pečeně s kostí          |118.27,- Kč  |109.46,- Kč                |8.81,- Kč              |8.05 %                       |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Vejce slepičí čerstvá           |36.34,- Kč   |28.65,- Kč                 |7.69,- Kč              |26.84 %                      |Růst cen potravin o 5 a více %|
|Eastern Europe|Czech Republic|CZK         |2,017|245,202,003,265.94,- Kč|233,151,067,380.88,- Kč|12,050,935,885.06,- Kč |5.17 %                       |Změna HDP větší než 2,5%|Doprava a skladování                                        |27,152.25,- Kč|25,505.75,- Kč             |1,646.50,- Kč            |6.46 %                         |Růst platů o 5 a více %|Šunkový salám                   |142.03,- Kč  |130.21,- Kč                |11.82,- Kč             |9.08 %                       |Růst cen potravin o 5 a více %|
